entrez_id,uniprot_id
3105,G1EPH9_HUMAN
3105,H9BQ76_HUMAN
3105,D6MLJ3_HUMAN
3105,A0A0A7C7Q9_HUMAN
3105,K7P5R3_HUMAN
3105,Q38MU3_HUMAN
3105,A0A141AZ52_HUMAN
3105,D5G238_HUMAN
3105,K7P5T4_HUMAN
3105,M5A7E7_HUMAN
3105,G9I2J2_HUMAN
3105,G1EP09_HUMAN
3105,I6TRV7_HUMAN
3105,A0A0A7C876_HUMAN
3105,I6TMZ2_HUMAN
3105,A0A0A7C5P5_HUMAN
3105,F5A552_HUMAN
3105,D3U423_HUMAN
3105,K7P5Z9_HUMAN
3105,I0BW40_HUMAN
3105,A0A0E3DD78_HUMAN
3105,C6K4G1_HUMAN
3105,I0BW36_HUMAN
3105,A0A060VHC2_HUMAN
3105,T1R381_HUMAN
3105,U5YBI9_HUMAN
3105,E0WBT8_HUMAN
3105,U4PDP4_HUMAN
3105,E0WBT1_HUMAN
3105,M4R8T1_HUMAN
3105,I1V1X5_HUMAN
3105,D5M8E2_HUMAN
3105,D7NNQ9_HUMAN
3105,D4P2Y2_HUMAN
3105,B8Y1Y2_HUMAN
3105,M4N6H6_HUMAN
3105,M9WP47_HUMAN
3105,B2DFV0_HUMAN
3105,D2DKV2_HUMAN
3105,A0A0N6W7J5_HUMAN
3105,D3U476_HUMAN
3105,G1EPE0_HUMAN
3105,Q6ZZ84_HUMAN
3105,Q6R741_HUMAN
3105,F2X5X7_HUMAN
3105,G1ENZ2_HUMAN
3105,D5FZI6_HUMAN
3105,S4TZH8_HUMAN
3105,A0A0M7BID4_HUMAN
3105,G1EP98_HUMAN
3105,F6IQW9_HUMAN
3105,R4I4D7_HUMAN
3105,E0YTI4_HUMAN
3105,A0A0E3DBZ9_HUMAN
3105,B8YCR5_HUMAN
3105,K7P5W6_HUMAN
3105,A0A0U5Q1V3_HUMAN
3105,T2MJM6_HUMAN
3105,E0WN91_HUMAN
3105,E0WMV3_HUMAN
3105,M4MD20_HUMAN
3105,B2LT55_HUMAN
3105,G0ZMG4_HUMAN
3105,U5YCE0_HUMAN
3105,A0A0A7V3H7_HUMAN
3105,O78168_HUMAN
3105,C8XTN9_HUMAN
3105,F6KRJ7_HUMAN
3105,Q5ENH3_HUMAN
3105,A0A0A7C8T4_HUMAN
3105,D5FHM9_HUMAN
3105,G9HW30_HUMAN
3105,D5G2I9_HUMAN
3105,E3SWG0_HUMAN
3105,M9P8G3_HUMAN
3105,E5G0Y2_HUMAN
3105,D6MJF9_HUMAN
3105,A0A0S4XQZ1_HUMAN
3105,Q70GH2_HUMAN
3105,S4VAM7_HUMAN
3105,I3VZ10_HUMAN
3105,K7P5E5_HUMAN
3105,A0A0K0KR15_HUMAN
3105,Q7YNY2_HUMAN
3105,Q29724_HUMAN
3105,D6MJE5_HUMAN
3105,D5FIF7_HUMAN
3105,A0A0S4XRU9_HUMAN
3105,D6MLK4_HUMAN
3105,K9LCM7_HUMAN
3105,E2GJG1_HUMAN
3105,K7P622_HUMAN
3105,E0WMV5_HUMAN
3105,G1EPG1_HUMAN
3105,I3ZN76_HUMAN
3105,Q5XLD1_HUMAN
3105,D7NNQ2_HUMAN
3105,H6A2D1_HUMAN
3105,I6QU05_HUMAN
3105,I3UI52_HUMAN
3105,D6MJ97_HUMAN
3105,U6JME0_HUMAN
3105,I3ZN80_HUMAN
3105,Q861A6_HUMAN
3105,A0A0A7C4Z4_HUMAN
3105,D5FZI2_HUMAN
3105,D6ML17_HUMAN
3105,B6ECH5_HUMAN
3105,1A24_HUMAN
3105,A5JSF7_HUMAN
3105,G1EP50_HUMAN
3105,Q0ZB68_HUMAN
3105,X4YZB9_HUMAN
3105,A0A0G3EM61_HUMAN
3105,A0A060VD10_HUMAN
3105,G1EPA1_HUMAN
3105,G0Z8B9_HUMAN
3105,A0A0A8WIM0_HUMAN
3105,F8SKV6_HUMAN
3105,F2VNC5_HUMAN
3105,A0A0E3DD42_HUMAN
3105,E0WMX6_HUMAN
3105,H2DDR7_HUMAN
3105,E3SG84_HUMAN
3105,O19562_HUMAN
3105,M1FXS8_HUMAN
3105,I2B308_HUMAN
3105,I6QQS9_HUMAN
3105,F2VNC7_HUMAN
3105,C8CH73_HUMAN
3105,D6MJD9_HUMAN
3105,B7UE87_HUMAN
3105,U5YEE3_HUMAN
3105,U5YEL6_HUMAN
3105,E2GJG4_HUMAN
3105,C9E1F0_HUMAN
3105,A0A0S4XRU8_HUMAN
3105,I7D6N7_HUMAN
3105,F6KRP6_HUMAN
3105,Q0PQ37_HUMAN
3105,A0A0G2R0R8_HUMAN
3105,Q9TPQ6_HUMAN
3105,Q9TQ26_HUMAN
3105,C6K4E8_HUMAN
3105,A0A0G2R0P3_HUMAN
3105,I6NVV0_HUMAN
3105,D2DKZ4_HUMAN
3105,D5FHG5_HUMAN
3105,A0A0G2R0U2_HUMAN
3105,A0A142J2H4_HUMAN
3105,H2DH13_HUMAN
3105,I0BW58_HUMAN
3105,F6KRN8_HUMAN
3105,I6RCW3_HUMAN
3105,A0A0A8R968_HUMAN
3105,V5LD40_HUMAN
3105,H9C3L3_HUMAN
3105,B7VF83_HUMAN
3105,H9C3H8_HUMAN
3105,D5FHL5_HUMAN
3105,G1EP19_HUMAN
3105,Q2A689_HUMAN
3105,A0A109NR90_HUMAN
3105,C7FDP8_HUMAN
3105,D5H3T3_HUMAN
3105,E5D6K6_HUMAN
3105,Q6R740_HUMAN
3105,D0AB29_HUMAN
3105,Q861E7_HUMAN
3105,A4USH1_HUMAN
3105,D5M8F6_HUMAN
3105,D5M8G6_HUMAN
3105,E2DH75_HUMAN
3105,M1F5P0_HUMAN
3105,E2GJF4_HUMAN
3105,T1WER2_HUMAN
3105,E0WBY8_HUMAN
3105,A0A0A7C5L7_HUMAN
3105,M4MD01_HUMAN
3105,Q9GJ44_HUMAN
3105,C7FDQ0_HUMAN
3105,E2D5N1_HUMAN
3105,A0A0A7C8Y9_HUMAN
3105,G1EPD4_HUMAN
3105,K7P562_HUMAN
3105,F4NCR9_HUMAN
3105,J9UP83_HUMAN
3105,A0A0A7C3Y2_HUMAN
3105,J7FKW9_HUMAN
3105,D7NP91_HUMAN
3105,I6MHG3_HUMAN
3105,D6ML28_HUMAN
3105,H6A2C6_HUMAN
3105,D5H3U0_HUMAN
3105,C8C9V3_HUMAN
3105,M4QUR9_HUMAN
3105,A0A0E3DD48_HUMAN
3105,E0WN84_HUMAN
3105,D6C522_HUMAN
3105,U5YEJ4_HUMAN
3105,C6K4G8_HUMAN
3105,F2X5Z2_HUMAN
3105,A7E1C1_HUMAN
3105,L7QJ97_HUMAN
3105,H9C3I6_HUMAN
3105,A0A068B6T4_HUMAN
3105,Q6I6G7_HUMAN
3105,L8BTZ4_HUMAN
3105,Q95IH3_HUMAN
3105,E0WBT5_HUMAN
3105,E5DCL8_HUMAN
3105,H9C5F5_HUMAN
3105,C5IZP6_HUMAN
3105,G1ENB8_HUMAN
3105,D3U454_HUMAN
3105,I6NVS0_HUMAN
3105,D7R0U7_HUMAN
3105,F2VP67_HUMAN
3105,E9LXY0_HUMAN
3105,M1FUP6_HUMAN
3105,F6IQY7_HUMAN
3105,M4VLP5_HUMAN
3105,B8Y1Y0_HUMAN
3105,A0A0N9MXA6_HUMAN
3105,K7P4Y9_HUMAN
3105,F1AQK9_HUMAN
3105,Q4ZG94_HUMAN
3105,G0KXI5_HUMAN
3105,D2DKX9_HUMAN
3105,Q4ZJJ1_HUMAN
3105,A0A0A7C8G6_HUMAN
3105,F8R140_HUMAN
3105,C5IWY9_HUMAN
3105,A0A0A7C3N4_HUMAN
3105,A4URG8_HUMAN
3105,E0YTJ0_HUMAN
3105,I6NN64_HUMAN
3105,D2KZ53_HUMAN
3105,D6ML20_HUMAN
3105,A0A0A7C7A8_HUMAN
3105,A0A120GW97_HUMAN
3105,F6KRK1_HUMAN
3105,Q861B2_HUMAN
3105,A0A0S4XQY9_HUMAN
3105,F8R138_HUMAN
3105,D5FIG6_HUMAN
3105,I7AY76_HUMAN
3105,A0A109NRD2_HUMAN
3105,I0BW66_HUMAN
3105,A0A159AYQ3_HUMAN
3105,I7C4K4_HUMAN
3105,V5LDE0_HUMAN
3105,A0A0A7C7B3_HUMAN
3105,S5CK39_HUMAN
3105,H2BDP5_HUMAN
3105,G9HW77_HUMAN
3105,D6MJA3_HUMAN
3105,M9P8Q7_HUMAN
3105,Q1G4P3_HUMAN
3105,V5P5S1_HUMAN
3105,D5FHR6_HUMAN
3105,A0A0A7C7R7_HUMAN
3105,A0A125T5D1_HUMAN
3105,G9I2J0_HUMAN
3105,A0EVK1_HUMAN
3105,E0WBS2_HUMAN
3105,U5YEP2_HUMAN
3105,G1EPD5_HUMAN
3105,D7NSP4_HUMAN
3105,F2VNE9_HUMAN
3105,F8R101_HUMAN
3105,A0A0H3W548_HUMAN
3105,C6K4F8_HUMAN
3105,Q9TQF2_HUMAN
3105,H6SFV4_HUMAN
3105,Q8HWQ8_HUMAN
3105,C6H0N8_HUMAN
3105,A0A0E3DBY5_HUMAN
3105,F6IQU7_HUMAN
3105,F6IQW8_HUMAN
3105,C8XTP3_HUMAN
3105,D6MLH9_HUMAN
3105,I6MHH0_HUMAN
3105,A1DZU4_HUMAN
3105,E0X9Q0_HUMAN
3105,A0A0A7C6Q6_HUMAN
3105,A0A0A7C726_HUMAN
3105,Q29757_HUMAN
3105,F6IQS5_HUMAN
3105,F6IR45_HUMAN
3105,I2B303_HUMAN
3105,J7RT43_HUMAN
3105,F6KRJ9_HUMAN
3105,A0A0U5Q1Q2_HUMAN
3105,Q9GIP0_HUMAN
3105,D5FZI5_HUMAN
3105,H9C3H9_HUMAN
3105,A0A060VG42_HUMAN
3105,F2VP58_HUMAN
3105,I3UI61_HUMAN
3105,R4QQS6_HUMAN
3105,G4XFZ2_HUMAN
3105,G9HRN7_HUMAN
3105,G0Z8B8_HUMAN
3105,Q38MU5_HUMAN
3105,K7P601_HUMAN
3105,Q9GJ47_HUMAN
3105,A0A0A7C3T5_HUMAN
3105,A0A0G2R0Q3_HUMAN
3105,I7LL24_HUMAN
3105,E9LY00_HUMAN
3105,A0A097PED7_HUMAN
3105,B6VDV5_HUMAN
3105,A0A0A7C4Y3_HUMAN
3105,I3VB21_HUMAN
3105,C6K4I5_HUMAN
3105,I3QHQ0_HUMAN
3105,G1EPB0_HUMAN
3105,D6MJA6_HUMAN
3105,Q8WLQ6_HUMAN
3105,D3JW65_HUMAN
3105,F2VNE7_HUMAN
3105,F2VYH8_HUMAN
3105,I6QU20_HUMAN
3105,Q1PBJ8_HUMAN
3105,D9U3G5_HUMAN
3105,E0WBU4_HUMAN
3105,Q9UM27_HUMAN
3105,M4NJR5_HUMAN
3105,G0KXG8_HUMAN
3105,A0A0A7C4I8_HUMAN
3105,F8R129_HUMAN
3105,F6IQY6_HUMAN
3105,G8FQ52_HUMAN
3105,N0A0I9_HUMAN
3105,A0A0A7C4E0_HUMAN
3105,G1ENB2_HUMAN
3105,E0WC01_HUMAN
3105,E7BY88_HUMAN
3105,A0A0K0KRA0_HUMAN
3105,F8R120_HUMAN
3105,D6ML09_HUMAN
3105,A0A0N7A467_HUMAN
3105,F8R115_HUMAN
3105,A0A0A7C6R7_HUMAN
3105,C8CH69_HUMAN
3105,J9ZYA1_HUMAN
3105,B4XAM4_HUMAN
3105,E2GJG2_HUMAN
3105,Q6Q3G5_HUMAN
3105,A0A125RL89_HUMAN
3105,Q29634_HUMAN
3105,F2X5X4_HUMAN
3105,E0WBY0_HUMAN
3105,B6ECH4_HUMAN
3105,F2VNF9_HUMAN
3105,A0A0D6K9L8_HUMAN
3105,H2BDN7_HUMAN
3105,F2VNF5_HUMAN
3105,D6ML30_HUMAN
3105,D5FHR7_HUMAN
3105,D6MLI4_HUMAN
3105,G1ENB1_HUMAN
3105,Q9TQP8_HUMAN
3105,A7X571_HUMAN
3105,I3ZN78_HUMAN
3105,B5M9A5_HUMAN
3105,L0BVM7_HUMAN
3105,U5YJP8_HUMAN
3105,G1ENZ7_HUMAN
3105,J7JXM1_HUMAN
3105,D3U431_HUMAN
3105,E5G6I5_HUMAN
3105,S4T6R5_HUMAN
3105,Q6IVJ8_HUMAN
3105,V5LDR8_HUMAN
3105,J9PVN6_HUMAN
3105,A0A0A7C6T6_HUMAN
3105,F2VP69_HUMAN
3105,Q9UIP8_HUMAN
3105,D5FHL2_HUMAN
3105,F8R8I6_HUMAN
3105,A3RKJ6_HUMAN
3105,B9VJL8_HUMAN
3105,A0A0D6E067_HUMAN
3105,A0A0S4L5I0_HUMAN
3105,E5D6K5_HUMAN
3105,U5YBP3_HUMAN
3105,Q9MYE1_HUMAN
3105,F2X5Z1_HUMAN
3105,A2VC06_HUMAN
3105,Q2MJJ6_HUMAN
3105,V6CKU4_HUMAN
3105,I6NWH0_HUMAN
3105,A0A076V5S4_HUMAN
3105,D6ML00_HUMAN
3105,A0A0A7C8C5_HUMAN
3105,Q6V117_HUMAN
3105,E2GJD8_HUMAN
3105,Q38MU4_HUMAN
3105,B0LV24_HUMAN
3105,D6MLI3_HUMAN
3105,K7P4Y8_HUMAN
3105,Q5SPM2_HUMAN
3105,C5IZQ1_HUMAN
3105,C4PFZ0_HUMAN
3105,F2VNC6_HUMAN
3105,U5YJM1_HUMAN
3105,F6IQY0_HUMAN
3105,D7NNT2_HUMAN
3105,A0A109NRC7_HUMAN
3105,A0A0K2CWW0_HUMAN
3105,D2DKY1_HUMAN
3105,D7NQU3_HUMAN
3105,B5B059_HUMAN
3105,K7R1R0_HUMAN
3105,A0A109NRC6_HUMAN
3105,F6IQZ6_HUMAN
3105,K7P561_HUMAN
3105,A0A0A7C400_HUMAN
3105,U5YJP1_HUMAN
3105,W0HIR9_HUMAN
3105,F1AQL1_HUMAN
3105,B4Z1E1_HUMAN
3105,T1RT90_HUMAN
3105,U5YBD2_HUMAN
3105,M9R644_HUMAN
3105,G1EP15_HUMAN
3105,D6ML60_HUMAN
3105,A0A0G2R0X6_HUMAN
3105,A0A0A7C579_HUMAN
3105,G1EPG8_HUMAN
3105,E0WMM7_HUMAN
3105,F6IQW3_HUMAN
3105,A0A0U5LE32_HUMAN
3105,D7NNS2_HUMAN
3105,D6MJD4_HUMAN
3105,A5A4G3_HUMAN
3105,Q95IE8_HUMAN
3105,A0A0G2R1L3_HUMAN
3105,A0A090KKK5_HUMAN
3105,G1EN99_HUMAN
3105,D6MLH2_HUMAN
3105,Q9UQU5_HUMAN
3105,D5FHR8_HUMAN
3105,D3U485_HUMAN
3105,F8R8I3_HUMAN
3105,A0A0N7A476_HUMAN
3105,D2DL13_HUMAN
3105,F2X5Y2_HUMAN
3105,Q9GIN6_HUMAN
3105,U3R9Y1_HUMAN
3105,D5G1R0_HUMAN
3105,U5IT55_HUMAN
3105,A0A0U5PUR8_HUMAN
3105,F4YU06_HUMAN
3105,D5FHG7_HUMAN
3105,C8CH72_HUMAN
3105,A7L3T0_HUMAN
3105,B1PKZ1_HUMAN
3105,A0A0E3DD49_HUMAN
3105,D7RTU8_HUMAN
3105,A0A0A7C8Y0_HUMAN
3105,H9C3I8_HUMAN
3105,B2DFV9_HUMAN
3105,B1PKY1_HUMAN
3105,F2VNB7_HUMAN
3105,G0KXG9_HUMAN
3105,G1EPF6_HUMAN
3105,C8CH70_HUMAN
3105,E3SWG2_HUMAN
3105,I6NVR8_HUMAN
3105,A0A077YFH3_HUMAN
3105,D6MLH0_HUMAN
3105,D5FHF9_HUMAN
3105,F6KPP2_HUMAN
3105,F8SKV4_HUMAN
3105,H9C3J0_HUMAN
3105,Q5G274_HUMAN
3105,A7L3S8_HUMAN
3105,A7MAK2_HUMAN
3105,A0A0E3DD74_HUMAN
3105,D7NP85_HUMAN
3105,D6MKZ1_HUMAN
3105,D3U6A4_HUMAN
3105,K9LC09_HUMAN
3105,A0A077XLA2_HUMAN
3105,Q9TPQ5_HUMAN
3105,A0A078N209_HUMAN
3105,D6MLM7_HUMAN
3105,Q5ENW1_HUMAN
3105,O78081_HUMAN
3105,E0X9K3_HUMAN
3105,B6VAW9_HUMAN
3105,G0WVA2_HUMAN
3105,H6UV71_HUMAN
3105,E2DH70_HUMAN
3105,F2X609_HUMAN
3105,B3GUH8_HUMAN
3105,R4QQS1_HUMAN
3105,D5M8F3_HUMAN
3105,U5YEE6_HUMAN
3105,J9TNR8_HUMAN
3105,Q5ENW0_HUMAN
3105,K7QT40_HUMAN
3105,D5FHL3_HUMAN
3105,B0LV25_HUMAN
3105,F4YU27_HUMAN
3105,U5YCK3_HUMAN
3105,D3U428_HUMAN
3105,U5YJH0_HUMAN
3105,A0A0A7C5H1_HUMAN
3105,E9LY06_HUMAN
3105,G9I2K0_HUMAN
3105,A0A0A7C915_HUMAN
3105,C9WEM3_HUMAN
3105,A0A060VCZ3_HUMAN
3105,Q9TQF4_HUMAN
3105,G1EPG5_HUMAN
3105,A0A0K0KR27_HUMAN
3105,I6NS72_HUMAN
3105,D6MJA0_HUMAN
3105,R7RV73_HUMAN
3105,G1EPC3_HUMAN
3105,F2VP56_HUMAN
3105,H9C3I0_HUMAN
3105,C6K4F9_HUMAN
3105,A0A0E3DCZ1_HUMAN
3105,I3UI81_HUMAN
3105,A0A0G2JI36_HUMAN
3105,I6RCV5_HUMAN
3105,F2X605_HUMAN
3105,D6MJA5_HUMAN
3105,H2BDP9_HUMAN
3105,D6MJG7_HUMAN
3105,F2XI33_HUMAN
3105,A0A0S4XRJ4_HUMAN
3105,B5A516_HUMAN
3105,D7NNR1_HUMAN
3105,H6A2C8_HUMAN
3105,F6KRK9_HUMAN
3105,D6MLM1_HUMAN
3105,D5L9A4_HUMAN
3105,G1ENA4_HUMAN
3105,Q7YQ39_HUMAN
3105,D5FIF8_HUMAN
3105,K7WT83_HUMAN
3105,S5CFC3_HUMAN
3105,Q9TQG8_HUMAN
3105,A0A142J256_HUMAN
3105,E2D5L2_HUMAN
3105,F6IR18_HUMAN
3105,F8R106_HUMAN
3105,Q5TIL1_HUMAN
3105,A0A0A7C7E3_HUMAN
3105,B3G4T8_HUMAN
3105,D3U473_HUMAN
3105,K7P5P5_HUMAN
3105,J9PWV7_HUMAN
3105,A0A0K0KR12_HUMAN
3105,A0A0U5Q0T4_HUMAN
3105,S5CRS6_HUMAN
3105,D5FHR5_HUMAN
3105,Q95J07_HUMAN
3105,V9N358_HUMAN
3105,L7PG18_HUMAN
3105,C9WEK4_HUMAN
3105,G9I2J7_HUMAN
3105,U5YEI7_HUMAN
3105,H6V073_HUMAN
3105,A0A0A7C8W6_HUMAN
3105,A0A141AZ40_HUMAN
3105,G9HRP6_HUMAN
3105,Q1HHB9_HUMAN
3105,E2DH77_HUMAN
3105,F6KRP2_HUMAN
3105,C6K4H3_HUMAN
3105,A0A109VDK6_HUMAN
3105,F2X5Y1_HUMAN
3105,U5YBK3_HUMAN
3105,I6MHG9_HUMAN
3105,J7S4C1_HUMAN
3105,E2D5M7_HUMAN
3105,D5FHM2_HUMAN
3105,I3UI48_HUMAN
3105,H9C5J5_HUMAN
3105,L7PG31_HUMAN
3105,A1Z287_HUMAN
3105,C7E539_HUMAN
3105,M1F4V6_HUMAN
3105,A0A0E3DD23_HUMAN
3105,A0A0A7C8L1_HUMAN
3105,A0A0A7C702_HUMAN
3105,I6M535_HUMAN
3105,K7XSD6_HUMAN
3105,D5L9B5_HUMAN
3105,J9UEM1_HUMAN
3105,I0BW48_HUMAN
3105,A0A0E3DC35_HUMAN
3105,F2VNG2_HUMAN
3105,H2BE85_HUMAN
3105,G1EP37_HUMAN
3105,Q861F6_HUMAN
3105,F6IR33_HUMAN
3105,F2X5Y5_HUMAN
3105,M1FUQ5_HUMAN
3105,G1EP49_HUMAN
3105,F4YU10_HUMAN
3105,E2GJF9_HUMAN
3105,A0A0X7YJQ3_HUMAN
3105,G0ZDR9_HUMAN
3105,X5MPH1_HUMAN
3105,O19558_HUMAN
3105,A0A0A7C3V9_HUMAN
3105,U5YJJ1_HUMAN
3105,B2ZAW2_HUMAN
3105,Q5K146_HUMAN
3105,I0BW46_HUMAN
3105,D9J2K2_HUMAN
3105,A0A0X7YN58_HUMAN
3105,F6KRK8_HUMAN
3105,N0AA72_HUMAN
3105,F2X611_HUMAN
3105,F6IR06_HUMAN
3105,E9LXY2_HUMAN
3105,F6IQS4_HUMAN
3105,F6IR44_HUMAN
3105,Q9TQP4_HUMAN
3105,A0A0A7C8A9_HUMAN
3105,F4YU16_HUMAN
3105,A0A0S4XRB8_HUMAN
3105,A0A0A7C561_HUMAN
3105,G1EP27_HUMAN
3105,D5FHP7_HUMAN
3105,M9P9C1_HUMAN
3105,G1EPC1_HUMAN
3105,A0A0E3DCP2_HUMAN
3105,E0WN63_HUMAN
3105,G0ZMG5_HUMAN
3105,Q860A9_HUMAN
3105,D6MLM3_HUMAN
3105,U5YBW6_HUMAN
3105,H6SFV0_HUMAN
3105,T1R3D6_HUMAN
3105,D5FHQ7_HUMAN
3105,L0BX38_HUMAN
3105,D3U433_HUMAN
3105,G1EPD2_HUMAN
3105,Q50I06_HUMAN
3105,O98007_HUMAN
3105,C9WEL8_HUMAN
3105,I6YEV6_HUMAN
3105,U5YBK8_HUMAN
3105,G1ENY1_HUMAN
3105,A5YVG2_HUMAN
3105,F2VNI9_HUMAN
3105,C6K4D7_HUMAN
3105,M5AUI8_HUMAN
3105,M1FXT2_HUMAN
3105,T1R366_HUMAN
3105,E0X9K0_HUMAN
3105,T1WQ06_HUMAN
3105,U5YE73_HUMAN
3105,I3QHP3_HUMAN
3105,U5YCB5_HUMAN
3105,A0A141AZ47_HUMAN
3105,Q3BK09_HUMAN
3105,A0A0A7C6W1_HUMAN
3105,G1EP42_HUMAN
3105,Q8WLS5_HUMAN
3105,D6ML55_HUMAN
3105,M4ML74_HUMAN
3105,D6C6C6_HUMAN
3105,F6IR01_HUMAN
3105,M9P999_HUMAN
3105,Q2Z1W0_HUMAN
3105,U5YE97_HUMAN
3105,D3U6A6_HUMAN
3105,F2X5X9_HUMAN
3105,N0A0N9_HUMAN
3105,D5FHK4_HUMAN
3105,A0A0A7C7J2_HUMAN
3105,D7NSP0_HUMAN
3105,D3U479_HUMAN
3105,B5A9M9_HUMAN
3105,G1EP60_HUMAN
3105,M9PA17_HUMAN
3105,Q6IVJ7_HUMAN
3105,B6VAW5_HUMAN
3105,U5YBE8_HUMAN
3105,O78096_HUMAN
3105,F6IR23_HUMAN
3105,G1EPD1_HUMAN
3105,F8SKU5_HUMAN
3105,I3QHP9_HUMAN
3105,M4R8V8_HUMAN
3105,G1EP08_HUMAN
3105,I7B4Y2_HUMAN
3105,Q9TQL5_HUMAN
3105,F2VNC8_HUMAN
3105,G1ENY7_HUMAN
3105,D5FHL6_HUMAN
3105,F8R112_HUMAN
3105,G1EPF4_HUMAN
3105,U5YJI3_HUMAN
3105,D5FZI0_HUMAN
3105,D6ML63_HUMAN
3105,B2CZA7_HUMAN
3105,A0A0X7YN49_HUMAN
3105,A0A0A7C7L7_HUMAN
3105,G1EP26_HUMAN
3105,H2BDN6_HUMAN
3105,A0A0A7C6V5_HUMAN
3105,Q4W6C0_HUMAN
3105,D2XUR2_HUMAN
3105,D6MJ83_HUMAN
3105,D7NSP3_HUMAN
3105,I6M534_HUMAN
3105,G0WVA7_HUMAN
3105,M4X2U5_HUMAN
3105,D5FZI9_HUMAN
3105,A0A0E3DC07_HUMAN
3105,I3VZ11_HUMAN
3105,A0A060VHF9_HUMAN
3105,U5YBL1_HUMAN
3105,A0A0E3DD33_HUMAN
3105,A0A0E3DCR3_HUMAN
3105,U5YE56_HUMAN
3105,F6IR02_HUMAN
3105,K9LDK1_HUMAN
3105,V5V1E3_HUMAN
3105,Q5NDC2_HUMAN
3105,U5IQM1_HUMAN
3105,F8R137_HUMAN
3105,C6H0P0_HUMAN
3105,A0A0A7C5N1_HUMAN
3105,T1R3B2_HUMAN
3105,D6ML40_HUMAN
3105,A1KWS8_HUMAN
3105,A0A0A7C502_HUMAN
3105,D7NNR4_HUMAN
3105,F8R0Z7_HUMAN
3105,D5FHI6_HUMAN
3105,A8VYN6_HUMAN
3105,U5YBN1_HUMAN
3105,X5MI15_HUMAN
3105,E0YTH4_HUMAN
3105,E9LXZ7_HUMAN
3105,D5FZJ0_HUMAN
3105,A0A0A7C4E2_HUMAN
3105,Q2MGW4_HUMAN
3105,A0A0A7C6U7_HUMAN
3105,W0NTA5_HUMAN
3105,U5YKE0_HUMAN
3105,E3UM70_HUMAN
3105,A7L5K9_HUMAN
3105,W0NPW3_HUMAN
3105,C7FDP7_HUMAN
3105,A4URH6_HUMAN
3105,G0WVA5_HUMAN
3105,D6ML21_HUMAN
3105,A0A0A7C8J1_HUMAN
3105,G1EPA9_HUMAN
3105,D5FHN2_HUMAN
3105,I3UI51_HUMAN
3105,F2VNJ2_HUMAN
3105,M1FYE1_HUMAN
3105,B2ZES7_HUMAN
3105,F2VP62_HUMAN
3105,Q85ZX7_HUMAN
3105,Q6T866_HUMAN
3105,A4USH0_HUMAN
3105,G0W2J0_HUMAN
3105,H6V078_HUMAN
3105,D5FZV1_HUMAN
3105,G0X8Q7_HUMAN
3105,M4NJM4_HUMAN
3105,K9L7Y8_HUMAN
3105,J9PVA6_HUMAN
3105,U5YBJ7_HUMAN
3105,H6V076_HUMAN
3105,D5FHN1_HUMAN
3105,I0J2M4_HUMAN
3105,Q45YJ5_HUMAN
3105,G0ZMG3_HUMAN
3105,G1EPA6_HUMAN
3105,U5IRI1_HUMAN
3105,1A03_HUMAN
3105,Q3LRR7_HUMAN
3105,A0A076JS26_HUMAN
3105,A0A0A7C4M1_HUMAN
3105,C5IWX9_HUMAN
3105,A0A0A7C4K2_HUMAN
3105,D3U481_HUMAN
3105,A0A0A1EAW8_HUMAN
3105,D6MLP0_HUMAN
3105,P79557_HUMAN
3105,C6K4G7_HUMAN
3105,R9R080_HUMAN
3105,M1F4U2_HUMAN
3105,I6R704_HUMAN
3105,E0WBY6_HUMAN
3105,A0A0A7C6M8_HUMAN
3105,C9WEL2_HUMAN
3105,D6MJ94_HUMAN
3105,A1Z0L7_HUMAN
3105,V6BQN7_HUMAN
3105,G9HW19_HUMAN
3105,Q4VYU3_HUMAN
3105,L7PG34_HUMAN
3105,F2VNF6_HUMAN
3105,M9WQH8_HUMAN
3105,A0A0A7C7D1_HUMAN
3105,J7F8L2_HUMAN
3105,D3G9K1_HUMAN
3105,I6NXI5_HUMAN
3105,A0A0E3DBZ5_HUMAN
3105,J7FKX1_HUMAN
3105,H6UV72_HUMAN
3105,A0A0N9HRK5_HUMAN
3105,J9UEL0_HUMAN
3105,A0A0E3DCN3_HUMAN
3105,L0BXI7_HUMAN
3105,C6K4I1_HUMAN
3105,J9PVA2_HUMAN
3105,F6IQZ0_HUMAN
3105,D5M8F0_HUMAN
3105,F8R118_HUMAN
3105,G1EPB4_HUMAN
3105,F2VNI7_HUMAN
3105,H9EHK6_HUMAN
3105,S6B0Q5_HUMAN
3105,C5IWX5_HUMAN
3105,I7H3R2_HUMAN
3105,M9PA36_HUMAN
3105,A0A0K0KRA3_HUMAN
3105,E3SG88_HUMAN
3105,E5DCL6_HUMAN
3105,V5J9X8_HUMAN
3105,I3VZ06_HUMAN
3105,V5LDF1_HUMAN
3105,G0ZDS3_HUMAN
3105,C7ENI1_HUMAN
3105,A0A0A7C8R7_HUMAN
3105,A1E125_HUMAN
3105,D5M8F1_HUMAN
3105,A0A180H5J7_HUMAN
3105,A0A141AZ42_HUMAN
3105,G1EP44_HUMAN
3105,F8SKV2_HUMAN
3105,D6ML56_HUMAN
3105,F8LSV3_HUMAN
3105,G1EP63_HUMAN
3105,G0ZDT0_HUMAN
3105,D3JT97_HUMAN
